	support	itemsets	length
536	0.1893	['F0', 'F1', 'F7', 'F8', 'F9']	5
537	0.4524	['F0', 'F11', 'F12', 'F13', 'F2']	5
538	0.4524	['F0', 'F11', 'F12', 'F13', 'F3']	5
539	0.4524	['F0', 'F11', 'F12', 'F13', 'F5']	5
540	0.4524	['F0', 'F11', 'F12', 'F13', 'F6']	5
541	0.1305	['F0', 'F11', 'F12', 'F13', 'F8']	5
542	0.4524	['F0', 'F11', 'F12', 'F13', 'F9']	5
543	0.4524	['F0', 'F11', 'F12', 'F2', 'F3']	5
544	0.4524	['F0', 'F11', 'F12', 'F2', 'F5']	5
545	0.4524	['F0', 'F11', 'F12', 'F2', 'F6']	5
546	0.1305	['F0', 'F11', 'F12', 'F2', 'F8']	5
547	0.4524	['F0', 'F11', 'F12', 'F2', 'F9']	5
548	0.4524	['F0', 'F11', 'F12', 'F3', 'F5']	5
549	0.4524	['F0', 'F11', 'F12', 'F3', 'F6']	5
550	0.1305	['F0', 'F11', 'F12', 'F3', 'F8']	5
551	0.4524	['F0', 'F11', 'F12', 'F3', 'F9']	5
552	0.4524	['F0', 'F11', 'F12', 'F5', 'F6']	5
553	0.1305	['F0', 'F11', 'F12', 'F5', 'F8']	5
554	0.4524	['F0', 'F11', 'F12', 'F5', 'F9']	5
555	0.1305	['F0', 'F11', 'F12', 'F6', 'F8']	5
556	0.4524	['F0', 'F11', 'F12', 'F6', 'F9']	5
557	0.1305	['F0', 'F11', 'F12', 'F8', 'F9']	5
558	0.4524	['F0', 'F11', 'F13', 'F2', 'F3']	5
559	0.4524	['F0', 'F11', 'F13', 'F2', 'F5']	5
560	0.4524	['F0', 'F11', 'F13', 'F2', 'F6']	5
561	0.1305	['F0', 'F11', 'F13', 'F2', 'F8']	5
562	0.4524	['F0', 'F11', 'F13', 'F2', 'F9']	5
563	0.4524	['F0', 'F11', 'F13', 'F3', 'F5']	5
564	0.4524	['F0', 'F11', 'F13', 'F3', 'F6']	5
565	0.1305	['F0', 'F11', 'F13', 'F3', 'F8']	5
566	0.4524	['F0', 'F11', 'F13', 'F3', 'F9']	5
567	0.4524	['F0', 'F11', 'F13', 'F5', 'F6']	5
568	0.1305	['F0', 'F11', 'F13', 'F5', 'F8']	5
569	0.4524	['F0', 'F11', 'F13', 'F5', 'F9']	5
570	0.1305	['F0', 'F11', 'F13', 'F6', 'F8']	5
571	0.4524	['F0', 'F11', 'F13', 'F6', 'F9']	5
572	0.1305	['F0', 'F11', 'F13', 'F8', 'F9']	5
573	0.4524	['F0', 'F11', 'F2', 'F3', 'F5']	5
574	0.4524	['F0', 'F11', 'F2', 'F3', 'F6']	5
575	0.1305	['F0', 'F11', 'F2', 'F3', 'F8']	5
576	0.4524	['F0', 'F11', 'F2', 'F3', 'F9']	5
577	0.4524	['F0', 'F11', 'F2', 'F5', 'F6']	5
578	0.1305	['F0', 'F11', 'F2', 'F5', 'F8']	5
579	0.4524	['F0', 'F11', 'F2', 'F5', 'F9']	5
580	0.1305	['F0', 'F11', 'F2', 'F6', 'F8']	5
581	0.4524	['F0', 'F11', 'F2', 'F6', 'F9']	5
582	0.1305	['F0', 'F11', 'F2', 'F8', 'F9']	5
583	0.4524	['F0', 'F11', 'F3', 'F5', 'F6']	5
584	0.1305	['F0', 'F11', 'F3', 'F5', 'F8']	5
585	0.4524	['F0', 'F11', 'F3', 'F5', 'F9']	5
586	0.1305	['F0', 'F11', 'F3', 'F6', 'F8']	5
587	0.4524	['F0', 'F11', 'F3', 'F6', 'F9']	5
588	0.1305	['F0', 'F11', 'F3', 'F8', 'F9']	5
589	0.1305	['F0', 'F11', 'F5', 'F6', 'F8']	5
590	0.4524	['F0', 'F11', 'F5', 'F6', 'F9']	5
591	0.1305	['F0', 'F11', 'F5', 'F8', 'F9']	5
592	0.1305	['F0', 'F11', 'F6', 'F8', 'F9']	5
593	0.4524	['F0', 'F12', 'F13', 'F2', 'F3']	5
594	0.4524	['F0', 'F12', 'F13', 'F2', 'F5']	5
595	0.4524	['F0', 'F12', 'F13', 'F2', 'F6']	5
596	0.1305	['F0', 'F12', 'F13', 'F2', 'F8']	5
597	0.4524	['F0', 'F12', 'F13', 'F2', 'F9']	5
598	0.4524	['F0', 'F12', 'F13', 'F3', 'F5']	5
599	0.4524	['F0', 'F12', 'F13', 'F3', 'F6']	5
600	0.1305	['F0', 'F12', 'F13', 'F3', 'F8']	5
601	0.4524	['F0', 'F12', 'F13', 'F3', 'F9']	5
602	0.4524	['F0', 'F12', 'F13', 'F5', 'F6']	5
603	0.1305	['F0', 'F12', 'F13', 'F5', 'F8']	5
604	0.4524	['F0', 'F12', 'F13', 'F5', 'F9']	5
605	0.1305	['F0', 'F12', 'F13', 'F6', 'F8']	5
606	0.4524	['F0', 'F12', 'F13', 'F6', 'F9']	5
607	0.1305	['F0', 'F12', 'F13', 'F8', 'F9']	5
608	0.4524	['F0', 'F12', 'F2', 'F3', 'F5']	5
609	0.4524	['F0', 'F12', 'F2', 'F3', 'F6']	5
610	0.1305	['F0', 'F12', 'F2', 'F3', 'F8']	5
611	0.4524	['F0', 'F12', 'F2', 'F3', 'F9']	5
612	0.4524	['F0', 'F12', 'F2', 'F5', 'F6']	5
613	0.1305	['F0', 'F12', 'F2', 'F5', 'F8']	5
614	0.4524	['F0', 'F12', 'F2', 'F5', 'F9']	5
615	0.1305	['F0', 'F12', 'F2', 'F6', 'F8']	5
616	0.4524	['F0', 'F12', 'F2', 'F6', 'F9']	5
617	0.1305	['F0', 'F12', 'F2', 'F8', 'F9']	5
618	0.4524	['F0', 'F12', 'F3', 'F5', 'F6']	5
619	0.1305	['F0', 'F12', 'F3', 'F5', 'F8']	5
620	0.4524	['F0', 'F12', 'F3', 'F5', 'F9']	5
621	0.1305	['F0', 'F12', 'F3', 'F6', 'F8']	5
622	0.4524	['F0', 'F12', 'F3', 'F6', 'F9']	5
623	0.1305	['F0', 'F12', 'F3', 'F8', 'F9']	5
624	0.1305	['F0', 'F12', 'F5', 'F6', 'F8']	5
625	0.4524	['F0', 'F12', 'F5', 'F6', 'F9']	5
626	0.1305	['F0', 'F12', 'F5', 'F8', 'F9']	5
627	0.1305	['F0', 'F12', 'F6', 'F8', 'F9']	5
628	0.4524	['F0', 'F13', 'F2', 'F3', 'F5']	5
629	0.4524	['F0', 'F13', 'F2', 'F3', 'F6']	5
630	0.1305	['F0', 'F13', 'F2', 'F3', 'F8']	5
631	0.4524	['F0', 'F13', 'F2', 'F3', 'F9']	5
632	0.4524	['F0', 'F13', 'F2', 'F5', 'F6']	5
633	0.1305	['F0', 'F13', 'F2', 'F5', 'F8']	5
634	0.4524	['F0', 'F13', 'F2', 'F5', 'F9']	5
635	0.1305	['F0', 'F13', 'F2', 'F6', 'F8']	5
636	0.4524	['F0', 'F13', 'F2', 'F6', 'F9']	5
637	0.1305	['F0', 'F13', 'F2', 'F8', 'F9']	5
638	0.4524	['F0', 'F13', 'F3', 'F5', 'F6']	5
639	0.1305	['F0', 'F13', 'F3', 'F5', 'F8']	5
640	0.4524	['F0', 'F13', 'F3', 'F5', 'F9']	5
641	0.1305	['F0', 'F13', 'F3', 'F6', 'F8']	5
642	0.4524	['F0', 'F13', 'F3', 'F6', 'F9']	5
643	0.1305	['F0', 'F13', 'F3', 'F8', 'F9']	5
644	0.1305	['F0', 'F13', 'F5', 'F6', 'F8']	5
645	0.4524	['F0', 'F13', 'F5', 'F6', 'F9']	5
646	0.1305	['F0', 'F13', 'F5', 'F8', 'F9']	5
647	0.1305	['F0', 'F13', 'F6', 'F8', 'F9']	5
648	0.4524	['F0', 'F2', 'F3', 'F5', 'F6']	5
649	0.1305	['F0', 'F2', 'F3', 'F5', 'F8']	5
650	0.4524	['F0', 'F2', 'F3', 'F5', 'F9']	5
651	0.1305	['F0', 'F2', 'F3', 'F6', 'F8']	5
652	0.4524	['F0', 'F2', 'F3', 'F6', 'F9']	5
653	0.1305	['F0', 'F2', 'F3', 'F8', 'F9']	5
654	0.1893	['F0', 'F2', 'F4', 'F6', 'F7']	5
655	0.1893	['F0', 'F2', 'F4', 'F6', 'F8']	5
656	0.1893	['F0', 'F2', 'F4', 'F6', 'F9']	5
657	0.1893	['F0', 'F2', 'F4', 'F7', 'F8']	5
658	0.1893	['F0', 'F2', 'F4', 'F7', 'F9']	5
659	0.1893	['F0', 'F2', 'F4', 'F8', 'F9']	5
660	0.1305	['F0', 'F2', 'F5', 'F6', 'F8']	5
661	0.4524	['F0', 'F2', 'F5', 'F6', 'F9']	5
662	0.1305	['F0', 'F2', 'F5', 'F8', 'F9']	5
663	0.1893	['F0', 'F2', 'F6', 'F7', 'F8']	5
664	0.1893	['F0', 'F2', 'F6', 'F7', 'F9']	5
665	0.3198	['F0', 'F2', 'F6', 'F8', 'F9']	5
666	0.1893	['F0', 'F2', 'F7', 'F8', 'F9']	5
667	0.1305	['F0', 'F3', 'F5', 'F6', 'F8']	5
668	0.4524	['F0', 'F3', 'F5', 'F6', 'F9']	5
669	0.1305	['F0', 'F3', 'F5', 'F8', 'F9']	5
670	0.1305	['F0', 'F3', 'F6', 'F8', 'F9']	5
671	0.1893	['F0', 'F4', 'F6', 'F7', 'F8']	5
672	0.1893	['F0', 'F4', 'F6', 'F7', 'F9']	5
673	0.1893	['F0', 'F4', 'F6', 'F8', 'F9']	5
674	0.1893	['F0', 'F4', 'F7', 'F8', 'F9']	5
675	0.1305	['F0', 'F5', 'F6', 'F8', 'F9']	5
676	0.1893	['F0', 'F6', 'F7', 'F8', 'F9']	5
677	0.4465	['F1', 'F2', 'F4', 'F6', 'F7']	5
678	0.4465	['F1', 'F2', 'F4', 'F6', 'F8']	5
679	0.4465	['F1', 'F2', 'F4', 'F6', 'F9']	5
680	0.4465	['F1', 'F2', 'F4', 'F7', 'F8']	5
681	0.4465	['F1', 'F2', 'F4', 'F7', 'F9']	5
682	0.4465	['F1', 'F2', 'F4', 'F8', 'F9']	5
683	0.4465	['F1', 'F2', 'F6', 'F7', 'F8']	5
684	0.4465	['F1', 'F2', 'F6', 'F7', 'F9']	5
685	0.4465	['F1', 'F2', 'F6', 'F8', 'F9']	5
686	0.4465	['F1', 'F2', 'F7', 'F8', 'F9']	5
687	0.4465	['F1', 'F4', 'F6', 'F7', 'F8']	5
688	0.4465	['F1', 'F4', 'F6', 'F7', 'F9']	5
689	0.4465	['F1', 'F4', 'F6', 'F8', 'F9']	5
690	0.4465	['F1', 'F4', 'F7', 'F8', 'F9']	5
691	0.4465	['F1', 'F6', 'F7', 'F8', 'F9']	5
692	0.4524	['F11', 'F12', 'F13', 'F2', 'F3']	5
693	0.4524	['F11', 'F12', 'F13', 'F2', 'F5']	5
694	0.4524	['F11', 'F12', 'F13', 'F2', 'F6']	5
695	0.1305	['F11', 'F12', 'F13', 'F2', 'F8']	5
696	0.4524	['F11', 'F12', 'F13', 'F2', 'F9']	5
697	0.4524	['F11', 'F12', 'F13', 'F3', 'F5']	5
698	0.4524	['F11', 'F12', 'F13', 'F3', 'F6']	5
699	0.1305	['F11', 'F12', 'F13', 'F3', 'F8']	5
700	0.4524	['F11', 'F12', 'F13', 'F3', 'F9']	5
701	0.4524	['F11', 'F12', 'F13', 'F5', 'F6']	5
702	0.1305	['F11', 'F12', 'F13', 'F5', 'F8']	5
703	0.4524	['F11', 'F12', 'F13', 'F5', 'F9']	5
704	0.1305	['F11', 'F12', 'F13', 'F6', 'F8']	5
705	0.4524	['F11', 'F12', 'F13', 'F6', 'F9']	5
706	0.1305	['F11', 'F12', 'F13', 'F8', 'F9']	5
707	0.4524	['F11', 'F12', 'F2', 'F3', 'F5']	5
708	0.4524	['F11', 'F12', 'F2', 'F3', 'F6']	5
709	0.1305	['F11', 'F12', 'F2', 'F3', 'F8']	5
710	0.4524	['F11', 'F12', 'F2', 'F3', 'F9']	5
711	0.4524	['F11', 'F12', 'F2', 'F5', 'F6']	5
712	0.1305	['F11', 'F12', 'F2', 'F5', 'F8']	5
713	0.4524	['F11', 'F12', 'F2', 'F5', 'F9']	5
714	0.1305	['F11', 'F12', 'F2', 'F6', 'F8']	5
715	0.4524	['F11', 'F12', 'F2', 'F6', 'F9']	5
716	0.1305	['F11', 'F12', 'F2', 'F8', 'F9']	5
717	0.4524	['F11', 'F12', 'F3', 'F5', 'F6']	5
718	0.1305	['F11', 'F12', 'F3', 'F5', 'F8']	5
719	0.4524	['F11', 'F12', 'F3', 'F5', 'F9']	5
720	0.1305	['F11', 'F12', 'F3', 'F6', 'F8']	5
721	0.4524	['F11', 'F12', 'F3', 'F6', 'F9']	5
722	0.1305	['F11', 'F12', 'F3', 'F8', 'F9']	5
723	0.1305	['F11', 'F12', 'F5', 'F6', 'F8']	5
724	0.4524	['F11', 'F12', 'F5', 'F6', 'F9']	5
725	0.1305	['F11', 'F12', 'F5', 'F8', 'F9']	5
726	0.1305	['F11', 'F12', 'F6', 'F8', 'F9']	5
727	0.4524	['F11', 'F13', 'F2', 'F3', 'F5']	5
728	0.4524	['F11', 'F13', 'F2', 'F3', 'F6']	5
729	0.1305	['F11', 'F13', 'F2', 'F3', 'F8']	5
730	0.4524	['F11', 'F13', 'F2', 'F3', 'F9']	5
731	0.4524	['F11', 'F13', 'F2', 'F5', 'F6']	5
732	0.1305	['F11', 'F13', 'F2', 'F5', 'F8']	5
733	0.4524	['F11', 'F13', 'F2', 'F5', 'F9']	5
734	0.1305	['F11', 'F13', 'F2', 'F6', 'F8']	5
735	0.4524	['F11', 'F13', 'F2', 'F6', 'F9']	5
736	0.1305	['F11', 'F13', 'F2', 'F8', 'F9']	5
737	0.4524	['F11', 'F13', 'F3', 'F5', 'F6']	5
738	0.1305	['F11', 'F13', 'F3', 'F5', 'F8']	5
739	0.4524	['F11', 'F13', 'F3', 'F5', 'F9']	5
740	0.1305	['F11', 'F13', 'F3', 'F6', 'F8']	5
741	0.4524	['F11', 'F13', 'F3', 'F6', 'F9']	5
742	0.1305	['F11', 'F13', 'F3', 'F8', 'F9']	5
743	0.1305	['F11', 'F13', 'F5', 'F6', 'F8']	5
744	0.4524	['F11', 'F13', 'F5', 'F6', 'F9']	5
745	0.1305	['F11', 'F13', 'F5', 'F8', 'F9']	5
746	0.1305	['F11', 'F13', 'F6', 'F8', 'F9']	5
747	0.4524	['F11', 'F2', 'F3', 'F5', 'F6']	5
748	0.1305	['F11', 'F2', 'F3', 'F5', 'F8']	5
749	0.4524	['F11', 'F2', 'F3', 'F5', 'F9']	5
750	0.1305	['F11', 'F2', 'F3', 'F6', 'F8']	5
751	0.4524	['F11', 'F2', 'F3', 'F6', 'F9']	5
752	0.1305	['F11', 'F2', 'F3', 'F8', 'F9']	5
753	0.1305	['F11', 'F2', 'F5', 'F6', 'F8']	5
754	0.4524	['F11', 'F2', 'F5', 'F6', 'F9']	5
755	0.1305	['F11', 'F2', 'F5', 'F8', 'F9']	5
756	0.1305	['F11', 'F2', 'F6', 'F8', 'F9']	5
757	0.1305	['F11', 'F3', 'F5', 'F6', 'F8']	5
758	0.4524	['F11', 'F3', 'F5', 'F6', 'F9']	5
759	0.1305	['F11', 'F3', 'F5', 'F8', 'F9']	5
760	0.1305	['F11', 'F3', 'F6', 'F8', 'F9']	5
761	0.1305	['F11', 'F5', 'F6', 'F8', 'F9']	5
762	0.4524	['F12', 'F13', 'F2', 'F3', 'F5']	5
763	0.4524	['F12', 'F13', 'F2', 'F3', 'F6']	5
764	0.1305	['F12', 'F13', 'F2', 'F3', 'F8']	5
765	0.4524	['F12', 'F13', 'F2', 'F3', 'F9']	5
766	0.4524	['F12', 'F13', 'F2', 'F5', 'F6']	5
767	0.1305	['F12', 'F13', 'F2', 'F5', 'F8']	5
768	0.4524	['F12', 'F13', 'F2', 'F5', 'F9']	5
769	0.1305	['F12', 'F13', 'F2', 'F6', 'F8']	5
770	0.4524	['F12', 'F13', 'F2', 'F6', 'F9']	5
771	0.1305	['F12', 'F13', 'F2', 'F8', 'F9']	5
772	0.4524	['F12', 'F13', 'F3', 'F5', 'F6']	5
773	0.1305	['F12', 'F13', 'F3', 'F5', 'F8']	5
774	0.4524	['F12', 'F13', 'F3', 'F5', 'F9']	5
775	0.1305	['F12', 'F13', 'F3', 'F6', 'F8']	5
776	0.4524	['F12', 'F13', 'F3', 'F6', 'F9']	5
777	0.1305	['F12', 'F13', 'F3', 'F8', 'F9']	5
778	0.1305	['F12', 'F13', 'F5', 'F6', 'F8']	5
779	0.4524	['F12', 'F13', 'F5', 'F6', 'F9']	5
780	0.1305	['F12', 'F13', 'F5', 'F8', 'F9']	5
781	0.1305	['F12', 'F13', 'F6', 'F8', 'F9']	5
782	0.4524	['F12', 'F2', 'F3', 'F5', 'F6']	5
783	0.1305	['F12', 'F2', 'F3', 'F5', 'F8']	5
784	0.4524	['F12', 'F2', 'F3', 'F5', 'F9']	5
785	0.1305	['F12', 'F2', 'F3', 'F6', 'F8']	5
786	0.4524	['F12', 'F2', 'F3', 'F6', 'F9']	5
787	0.1305	['F12', 'F2', 'F3', 'F8', 'F9']	5
788	0.1305	['F12', 'F2', 'F5', 'F6', 'F8']	5
789	0.4524	['F12', 'F2', 'F5', 'F6', 'F9']	5
790	0.1305	['F12', 'F2', 'F5', 'F8', 'F9']	5
791	0.1305	['F12', 'F2', 'F6', 'F8', 'F9']	5
792	0.1305	['F12', 'F3', 'F5', 'F6', 'F8']	5
793	0.4524	['F12', 'F3', 'F5', 'F6', 'F9']	5
794	0.1305	['F12', 'F3', 'F5', 'F8', 'F9']	5
795	0.1305	['F12', 'F3', 'F6', 'F8', 'F9']	5
796	0.1305	['F12', 'F5', 'F6', 'F8', 'F9']	5
797	0.4524	['F13', 'F2', 'F3', 'F5', 'F6']	5
798	0.1305	['F13', 'F2', 'F3', 'F5', 'F8']	5
799	0.4524	['F13', 'F2', 'F3', 'F5', 'F9']	5
800	0.1305	['F13', 'F2', 'F3', 'F6', 'F8']	5
801	0.4524	['F13', 'F2', 'F3', 'F6', 'F9']	5
802	0.1305	['F13', 'F2', 'F3', 'F8', 'F9']	5
803	0.1305	['F13', 'F2', 'F5', 'F6', 'F8']	5
804	0.4524	['F13', 'F2', 'F5', 'F6', 'F9']	5
805	0.1305	['F13', 'F2', 'F5', 'F8', 'F9']	5
806	0.1305	['F13', 'F2', 'F6', 'F8', 'F9']	5
807	0.1305	['F13', 'F3', 'F5', 'F6', 'F8']	5
808	0.4524	['F13', 'F3', 'F5', 'F6', 'F9']	5
809	0.1305	['F13', 'F3', 'F5', 'F8', 'F9']	5
810	0.1305	['F13', 'F3', 'F6', 'F8', 'F9']	5
811	0.1305	['F13', 'F5', 'F6', 'F8', 'F9']	5
812	0.1305	['F2', 'F3', 'F5', 'F6', 'F8']	5
813	0.4524	['F2', 'F3', 'F5', 'F6', 'F9']	5
814	0.1305	['F2', 'F3', 'F5', 'F8', 'F9']	5
815	0.1305	['F2', 'F3', 'F6', 'F8', 'F9']	5
816	0.4465	['F2', 'F4', 'F6', 'F7', 'F8']	5
817	0.4465	['F2', 'F4', 'F6', 'F7', 'F9']	5
818	0.4465	['F2', 'F4', 'F6', 'F8', 'F9']	5
819	0.4465	['F2', 'F4', 'F7', 'F8', 'F9']	5
820	0.1305	['F2', 'F5', 'F6', 'F8', 'F9']	5
821	0.4465	['F2', 'F6', 'F7', 'F8', 'F9']	5
822	0.1305	['F3', 'F5', 'F6', 'F8', 'F9']	5
823	0.4465	['F4', 'F6', 'F7', 'F8', 'F9']	5
824	0.1893	['F0', 'F1', 'F2', 'F4', 'F6', 'F7']	6
825	0.1893	['F0', 'F1', 'F2', 'F4', 'F6', 'F8']	6
826	0.1893	['F0', 'F1', 'F2', 'F4', 'F6', 'F9']	6
827	0.1893	['F0', 'F1', 'F2', 'F4', 'F7', 'F8']	6
828	0.1893	['F0', 'F1', 'F2', 'F4', 'F7', 'F9']	6
829	0.1893	['F0', 'F1', 'F2', 'F4', 'F8', 'F9']	6
830	0.1893	['F0', 'F1', 'F2', 'F6', 'F7', 'F8']	6
831	0.1893	['F0', 'F1', 'F2', 'F6', 'F7', 'F9']	6
832	0.1893	['F0', 'F1', 'F2', 'F6', 'F8', 'F9']	6
833	0.1893	['F0', 'F1', 'F2', 'F7', 'F8', 'F9']	6
834	0.1893	['F0', 'F1', 'F4', 'F6', 'F7', 'F8']	6
835	0.1893	['F0', 'F1', 'F4', 'F6', 'F7', 'F9']	6
836	0.1893	['F0', 'F1', 'F4', 'F6', 'F8', 'F9']	6
837	0.1893	['F0', 'F1', 'F4', 'F7', 'F8', 'F9']	6
838	0.1893	['F0', 'F1', 'F6', 'F7', 'F8', 'F9']	6
839	0.4524	['F0', 'F11', 'F12', 'F13', 'F2', 'F3']	6
840	0.4524	['F0', 'F11', 'F12', 'F13', 'F2', 'F5']	6
841	0.4524	['F0', 'F11', 'F12', 'F13', 'F2', 'F6']	6
842	0.1305	['F0', 'F11', 'F12', 'F13', 'F2', 'F8']	6
843	0.4524	['F0', 'F11', 'F12', 'F13', 'F2', 'F9']	6
844	0.4524	['F0', 'F11', 'F12', 'F13', 'F3', 'F5']	6
845	0.4524	['F0', 'F11', 'F12', 'F13', 'F3', 'F6']	6
846	0.1305	['F0', 'F11', 'F12', 'F13', 'F3', 'F8']	6
847	0.4524	['F0', 'F11', 'F12', 'F13', 'F3', 'F9']	6
848	0.4524	['F0', 'F11', 'F12', 'F13', 'F5', 'F6']	6
849	0.1305	['F0', 'F11', 'F12', 'F13', 'F5', 'F8']	6
850	0.4524	['F0', 'F11', 'F12', 'F13', 'F5', 'F9']	6
851	0.1305	['F0', 'F11', 'F12', 'F13', 'F6', 'F8']	6
852	0.4524	['F0', 'F11', 'F12', 'F13', 'F6', 'F9']	6
853	0.1305	['F0', 'F11', 'F12', 'F13', 'F8', 'F9']	6
854	0.4524	['F0', 'F11', 'F12', 'F2', 'F3', 'F5']	6
855	0.4524	['F0', 'F11', 'F12', 'F2', 'F3', 'F6']	6
856	0.1305	['F0', 'F11', 'F12', 'F2', 'F3', 'F8']	6
857	0.4524	['F0', 'F11', 'F12', 'F2', 'F3', 'F9']	6
858	0.4524	['F0', 'F11', 'F12', 'F2', 'F5', 'F6']	6
859	0.1305	['F0', 'F11', 'F12', 'F2', 'F5', 'F8']	6
860	0.4524	['F0', 'F11', 'F12', 'F2', 'F5', 'F9']	6
861	0.1305	['F0', 'F11', 'F12', 'F2', 'F6', 'F8']	6
862	0.4524	['F0', 'F11', 'F12', 'F2', 'F6', 'F9']	6
863	0.1305	['F0', 'F11', 'F12', 'F2', 'F8', 'F9']	6
864	0.4524	['F0', 'F11', 'F12', 'F3', 'F5', 'F6']	6
865	0.1305	['F0', 'F11', 'F12', 'F3', 'F5', 'F8']	6
866	0.4524	['F0', 'F11', 'F12', 'F3', 'F5', 'F9']	6
867	0.1305	['F0', 'F11', 'F12', 'F3', 'F6', 'F8']	6
868	0.4524	['F0', 'F11', 'F12', 'F3', 'F6', 'F9']	6
869	0.1305	['F0', 'F11', 'F12', 'F3', 'F8', 'F9']	6
870	0.1305	['F0', 'F11', 'F12', 'F5', 'F6', 'F8']	6
871	0.4524	['F0', 'F11', 'F12', 'F5', 'F6', 'F9']	6
872	0.1305	['F0', 'F11', 'F12', 'F5', 'F8', 'F9']	6
873	0.1305	['F0', 'F11', 'F12', 'F6', 'F8', 'F9']	6
874	0.4524	['F0', 'F11', 'F13', 'F2', 'F3', 'F5']	6
875	0.4524	['F0', 'F11', 'F13', 'F2', 'F3', 'F6']	6
876	0.1305	['F0', 'F11', 'F13', 'F2', 'F3', 'F8']	6
877	0.4524	['F0', 'F11', 'F13', 'F2', 'F3', 'F9']	6
878	0.4524	['F0', 'F11', 'F13', 'F2', 'F5', 'F6']	6
879	0.1305	['F0', 'F11', 'F13', 'F2', 'F5', 'F8']	6
880	0.4524	['F0', 'F11', 'F13', 'F2', 'F5', 'F9']	6
881	0.1305	['F0', 'F11', 'F13', 'F2', 'F6', 'F8']	6
882	0.4524	['F0', 'F11', 'F13', 'F2', 'F6', 'F9']	6
883	0.1305	['F0', 'F11', 'F13', 'F2', 'F8', 'F9']	6
884	0.4524	['F0', 'F11', 'F13', 'F3', 'F5', 'F6']	6
885	0.1305	['F0', 'F11', 'F13', 'F3', 'F5', 'F8']	6
886	0.4524	['F0', 'F11', 'F13', 'F3', 'F5', 'F9']	6
887	0.1305	['F0', 'F11', 'F13', 'F3', 'F6', 'F8']	6
888	0.4524	['F0', 'F11', 'F13', 'F3', 'F6', 'F9']	6
889	0.1305	['F0', 'F11', 'F13', 'F3', 'F8', 'F9']	6
890	0.1305	['F0', 'F11', 'F13', 'F5', 'F6', 'F8']	6
891	0.4524	['F0', 'F11', 'F13', 'F5', 'F6', 'F9']	6
892	0.1305	['F0', 'F11', 'F13', 'F5', 'F8', 'F9']	6
893	0.1305	['F0', 'F11', 'F13', 'F6', 'F8', 'F9']	6
894	0.4524	['F0', 'F11', 'F2', 'F3', 'F5', 'F6']	6
895	0.1305	['F0', 'F11', 'F2', 'F3', 'F5', 'F8']	6
896	0.4524	['F0', 'F11', 'F2', 'F3', 'F5', 'F9']	6
897	0.1305	['F0', 'F11', 'F2', 'F3', 'F6', 'F8']	6
898	0.4524	['F0', 'F11', 'F2', 'F3', 'F6', 'F9']	6
899	0.1305	['F0', 'F11', 'F2', 'F3', 'F8', 'F9']	6
900	0.1305	['F0', 'F11', 'F2', 'F5', 'F6', 'F8']	6
901	0.4524	['F0', 'F11', 'F2', 'F5', 'F6', 'F9']	6
902	0.1305	['F0', 'F11', 'F2', 'F5', 'F8', 'F9']	6
903	0.1305	['F0', 'F11', 'F2', 'F6', 'F8', 'F9']	6
904	0.1305	['F0', 'F11', 'F3', 'F5', 'F6', 'F8']	6
905	0.4524	['F0', 'F11', 'F3', 'F5', 'F6', 'F9']	6
906	0.1305	['F0', 'F11', 'F3', 'F5', 'F8', 'F9']	6
907	0.1305	['F0', 'F11', 'F3', 'F6', 'F8', 'F9']	6
908	0.1305	['F0', 'F11', 'F5', 'F6', 'F8', 'F9']	6
909	0.4524	['F0', 'F12', 'F13', 'F2', 'F3', 'F5']	6
910	0.4524	['F0', 'F12', 'F13', 'F2', 'F3', 'F6']	6
911	0.1305	['F0', 'F12', 'F13', 'F2', 'F3', 'F8']	6
912	0.4524	['F0', 'F12', 'F13', 'F2', 'F3', 'F9']	6
913	0.4524	['F0', 'F12', 'F13', 'F2', 'F5', 'F6']	6
914	0.1305	['F0', 'F12', 'F13', 'F2', 'F5', 'F8']	6
915	0.4524	['F0', 'F12', 'F13', 'F2', 'F5', 'F9']	6
916	0.1305	['F0', 'F12', 'F13', 'F2', 'F6', 'F8']	6
917	0.4524	['F0', 'F12', 'F13', 'F2', 'F6', 'F9']	6
918	0.1305	['F0', 'F12', 'F13', 'F2', 'F8', 'F9']	6
919	0.4524	['F0', 'F12', 'F13', 'F3', 'F5', 'F6']	6
920	0.1305	['F0', 'F12', 'F13', 'F3', 'F5', 'F8']	6
921	0.4524	['F0', 'F12', 'F13', 'F3', 'F5', 'F9']	6
922	0.1305	['F0', 'F12', 'F13', 'F3', 'F6', 'F8']	6
923	0.4524	['F0', 'F12', 'F13', 'F3', 'F6', 'F9']	6
924	0.1305	['F0', 'F12', 'F13', 'F3', 'F8', 'F9']	6
925	0.1305	['F0', 'F12', 'F13', 'F5', 'F6', 'F8']	6
926	0.4524	['F0', 'F12', 'F13', 'F5', 'F6', 'F9']	6
927	0.1305	['F0', 'F12', 'F13', 'F5', 'F8', 'F9']	6
928	0.1305	['F0', 'F12', 'F13', 'F6', 'F8', 'F9']	6
929	0.4524	['F0', 'F12', 'F2', 'F3', 'F5', 'F6']	6
930	0.1305	['F0', 'F12', 'F2', 'F3', 'F5', 'F8']	6
